"chr","pos","Name","regression_coef"
"chr10",93182898,"cg01321208",0.12238
"chr12",93967711,"cg06630241",0.12237
"chr1",207224734,"cg15339972",0.12237
"chr15",71622415,"cg17437185",-0.12226
"chr21",37368048,"cg22637658",-0.12224
"chr6",10505886,"cg03179504",-0.12223
"chr6",78180963,"cg06323216",0.1222
"chr17",79799358,"cg13480197",-0.12219
"chr7",16969027,"cg26990625",-0.12193
"chr1",156450669,"cg14087168",0.12193
"chr4",148802355,"cg17490149",0.12187
"chr1",19705003,"cg08308754",-0.12181
"chr7",7189008,"cg07001918",-0.1218
"chr8",124161410,"cg12657229",-0.12177
"chr10",72232858,"cg00836200",-0.12174
"chr12",10320327,"cg26938302",-0.12171
"chr20",30104660,"cg07113325",0.12162
"chr12",42629138,"cg05500035",0.12161
"chr2",20876220,"cg00011239",0.12161
"chr1",41159283,"cg15114013",0.12148
"chr4",184675904,"cg20609063",-0.12144
"chr11",27696004,"cg18354203",0.12132
"chr19",55889216,"cg06693983",0.1213
"chr1",21619484,"cg05121110",0.12128
"chr1",91305677,"cg04775302",0.12124
"chr6",47757408,"cg11558867",0.12123
"chr7",27160520,"cg24469729",0.1212
"chr6",24687282,"cg05093638",-0.1212
"chr9",126135998,"cg15922174",0.12119
"chr8",102213962,"cg04661246",-0.12113
"chr5",73085840,"cg01196613",-0.12108
"chr17",55960597,"cg01028469",0.12107
"chr11",13707551,"cg05915465",-0.12098
"chr5",36417932,"cg15169286",0.12092
"chr15",39996716,"cg26166170",-0.12089
"chr17",55174450,"cg17548261",0.12088
"chrX",53003802,"cg27571411",0.12086
"chr17",30675824,"cg09903166",0.12086
"chr6",32920735,"cg24129356",-0.12078
"chr6",158889845,"cg02810369",-0.12077
"chr19",1477395,"cg18163397",0.12077
"chr15",85225173,"cg16353976",-0.12074
"chr8",81053284,"cg20615753",0.12062
"chr5",55075960,"cg13083079",-0.12054
"chr17",71221181,"cg03182373",0.12053
"chr5",116356275,"cg22025210",-0.12045
"chr4",39445495,"cg12967044",0.12044
"chr9",94422676,"cg16133668",-0.12044
"chr20",2967463,"cg03782775",-0.12043
"chr8",11852777,"cg06375077",-0.12043
"chr15",31555768,"cg21714665",0.12042
"chr14",55173738,"cg27379540",0.12036
"chr6",21220160,"cg02991306",-0.12036
"chr7",17442316,"cg00160143",0.12031
"chr5",53238771,"cg09643539",-0.12025
"chr2",48125586,"cg01338762",0.12022
"chr14",95727390,"cg11288647",0.12021
"chr1",64309862,"cg07738456",0.1202
"chr3",101598927,"cg18035664",0.12016
"chr17",57069406,"cg15802299",-0.12012
"chr15",34492380,"cg12054707",-0.12008
"chr6",25324431,"cg03372385",0.11997
"chr22",42397392,"cg10559948",-0.11991
"chr19",13225784,"cg04285399",0.11979
"chr4",114482846,"cg27482668",-0.11975
"chr2",11636147,"cg01621716",0.11968
"chr7",127449997,"cg14634918",0.11967
"chr12",105504982,"cg03977586",0.1196
"chr11",87902831,"cg16236030",0.11959
"chr16",27225856,"cg24580909",-0.11956
"chr3",187938319,"cg12297546",-0.11945
"chr1",36549197,"cg27506609",0.11944
"chr8",68328632,"cg11859216",-0.11941
"chr4",170950517,"cg26571889",-0.1194
"chr20",4173535,"cg04744922",-0.11937
"chr2",96986086,"cg02786257",0.11935
"chr1",223462267,"cg06717083",-0.11931
"chr7",33075892,"cg11899772",0.11929
"chr2",33491318,"cg27066959",0.11927
"chr3",15329284,"cg04058080",-0.11924
"chr5",156896196,"cg10374424",0.11923
"chr22",26887642,"cg18493946",0.11913
"chr11",119260800,"cg18765793",0.11908
"chr10",122012952,"cg26842872",-0.11907
"chr14",103655773,"cg01363714",-0.11906
"chr11",126304599,"cg27482872",0.11904
"chr2",62454710,"cg01686395",0.11892
"chr1",108684382,"cg21532155",-0.11891
"chr8",141149124,"cg22038027",0.11886
"chr2",106076634,"cg13810278",-0.11883
"chr14",70115880,"cg19569294",0.11879
"chr2",131859885,"cg27293860",0.11874
"chr15",52405647,"cg27563121",-0.1187
"chr15",77155428,"cg26804004",0.1187
"chr2",128588581,"cg19233088",0.11869
"chr11",8375628,"cg25028544",0.11866
"chr4",54488377,"cg24102451",0.11865
"chr20",7326812,"cg18298916",0.11863
"chr16",84233490,"cg23052210",-0.11862
"chr8",101955237,"cg10345591",-0.1186
"chr2",26963883,"cg23221603",0.11857
"chr17",55450929,"cg15770762",-0.11856
"chr1",234845770,"cg25221919",-0.11856
"chr21",47799114,"cg23361800",-0.11852
"chr11",128420863,"cg14718848",0.11852
"chr19",39142011,"cg26831416",-0.11852
"chr14",75716369,"cg01013171",-0.11851
"chr4",185673257,"cg22317440",-0.11849
"chr4",56393876,"cg07327568",0.11847
"chr5",178004204,"cg06183338",-0.1184
"chr11",19009561,"cg12628591",-0.11836
"chr2",54984950,"cg17272549",-0.11832
"chr9",75774298,"cg10438252",0.11818
"chr13",50087004,"cg02064007",0.11815
"chr3",143567765,"cg13077857",0.11814
"chr1",14122007,"cg12679412",-0.11812
"chr2",33463384,"cg08856930",-0.11811
"chr7",149257723,"cg27053157",0.11807
"chr6",30298768,"cg02301769",0.11806
"chr11",129992359,"cg04469731",-0.11805
"chr2",150279258,"cg11521967",-0.11802
"chr4",6437362,"cg00193867",0.11802
"chr9",110086255,"cg25659983",0.11798
"chr15",29669193,"cg01476442",0.11798
"chr11",94617850,"cg08787503",-0.11797
"chr14",69224668,"cg19138253",-0.11794
"chr1",117030828,"cg09892984",-0.11794
"chr2",25605869,"cg22386930",0.11792
"chr6",64215207,"cg19786033",0.11788
"chr19",17392298,"cg26249852",-0.11787
"chr8",27477939,"cg14481085",-0.11787
"chr12",88693546,"cg17311132",0.11786
"chr2",38301756,"cg09799983",-0.11778
"chr12",1609470,"cg18071202",0.11773
"chr4",40212592,"cg20871835",-0.11773
"chr12",121112083,"cg19976587",0.11773
"chr2",214090794,"cg08771569",0.1177
"chr12",92952688,"cg12530116",-0.1177
"chr20",3523834,"cg27556675",0.11759
"chr1",231476388,"cg03800048",-0.1175
"chr15",60817947,"cg06280757",-0.11744
"chr2",186786183,"cg00978987",0.11743
"chr14",73614321,"cg26800010",0.11729
"chr2",45160389,"cg01362243",0.11726
"chr2",160408131,"cg18475832",0.11723
"chr1",246810637,"cg10985909",0.11715
"chr20",32954013,"cg21001667",0.11708
"chr13",49305540,"cg22450531",0.11704
"chr14",39643268,"cg19599972",-0.11698
"chr16",17528276,"cg06635133",0.11696
"chr8",26216910,"cg09069499",-0.11691
"chr7",9798425,"cg08379654",-0.1169
"chr4",88033403,"cg04498924",-0.11688
"chr17",35725699,"cg22642898",-0.11687
"chr10",8097641,"cg17124583",0.11685
"chr18",72187476,"cg05017552",0.11682
"chr22",25564269,"cg21545184",-0.11676
"chr2",72339693,"cg06362432",0.11676
"chr8",143368291,"cg09033214",0.11674
"chr6",136724406,"cg06144210",-0.11671
"chr16",50752702,"cg06910119",0.11668
"chr6",85482612,"cg08445802",-0.11663
"chr3",8530432,"cg01393971",-0.11662
"chr6",30168896,"cg06400745",0.11662
"chr5",172550644,"cg17183691",0.11655
"chr8",125715200,"cg21951202",-0.1165
"chr17",79877314,"cg07855221",-0.11647
"chr17",15845440,"cg06019998",-0.11645
"chr12",32520631,"cg00807226",-0.11643
"chr1",22354357,"cg24157649",0.11638
"chr21",38799672,"cg08524722",-0.11631
"chr2",159374784,"cg03974400",0.11627
"chr17",39783311,"cg01949963",-0.11621
"chr14",94679494,"cg23428055",0.11618
"chr2",47516134,"cg13274370",-0.11608
"chr1",245423516,"cg12093781",-0.11608
"chr1",150656569,"cg23318800",0.11607
"chr6",7731280,"cg23623251",-0.11607
"chr15",81590388,"cg13389673",0.11603
"chr2",168822706,"cg19848140",0.11597
"chr7",155795476,"cg18467034",-0.11596
"chr17",60837803,"cg13547672",-0.11594
"chr14",90859339,"cg23300570",-0.1159
"chr1",165329268,"cg04252762",-0.11586
"chr6",44796705,"cg08493590",0.11586
"chr20",10770832,"cg13843006",0.11585
"chr10",80704982,"cg06891775",-0.11585
"chr4",159795053,"cg10971973",-0.11581
"chr10",71878107,"cg16794634",0.11579
"chr4",103489295,"cg25663524",0.11576
"chr6",83604731,"cg05352240",0.11575
"chr15",80185399,"cg12364461",-0.11573
"chr1",2169282,"cg12611488",-0.11572
"chr8",48533808,"cg17302532",-0.1157
"chr1",7913081,"cg10500283",-0.1157
"chr7",142956294,"cg20893048",-0.11562
"chr19",15469994,"cg26144315",0.11558
"chr3",97554924,"cg01918233",-0.11558
"chr18",29691347,"cg07291524",-0.11557
"chr1",155960914,"cg01007353",-0.11557
"chr8",20040785,"cg24390932",0.11543
"chr13",113900349,"cg24048427",0.11543
"chr14",86088696,"cg13624964",-0.11543
"chr7",27907728,"cg03714081",-0.11542
"chr9",100680821,"cg00458212",-0.11538
"chr1",17475656,"cg00924685",0.11537
"chr20",3992389,"cg18064661",-0.11535
"chr17",36557249,"cg03984827",-0.11532
"chr8",15559567,"cg18336854",-0.11531
"chr7",102576079,"cg23570785",0.11523
"chr14",77182234,"cg03555782",0.11523
"chr1",85412002,"cg25795716",0.11513
"chr5",148986280,"cg21018698",-0.11503
"chr4",157810187,"cg18422750",0.11501
"chr5",35856016,"cg21810086",0.115
"chr13",32487040,"cg10896961",-0.11497
"chr4",55943101,"cg07924530",0.11493
"chr11",26605224,"cg04068676",-0.11478
"chr1",22600632,"cg17289084",-0.11474
"chr3",27698966,"cg00210003",-0.11472
"chr12",127635262,"cg20407028",-0.11471
"chr12",120502417,"cg27361636",0.11466
"chr12",3980704,"cg14943355",0.11458
"chr11",106003907,"cg13001127",0.11458
"chr18",11925189,"cg10594544",-0.11457
"chr15",41787780,"cg20272979",0.11455
"chr2",228242068,"cg09857310",0.11452
"chr8",74703692,"cg26731187",-0.11451
"chr8",130047260,"cg03044066",-0.11451
"chr1",151129062,"cg16565154",0.11449
"chr6",36086409,"cg11374703",0.11445
"chr2",223765655,"cg22909085",-0.11439
"chr7",128691977,"cg25907594",0.11438
"chr2",207911815,"cg02970442",0.11435
"chr10",92197387,"cg07847809",-0.11434
"chr8",48226852,"cg13459964",-0.11429
"chr6",30298740,"cg12803315",-0.11429
"chr16",3354591,"cg26352827",-0.11427
"chr16",19716123,"cg09121702",0.11424
"chr4",38679933,"cg22822698",0.11422
"chr6",17702460,"cg10944833",0.11413
"chr15",75382874,"cg22038273",-0.1141
"chr1",11413470,"cg04136456",-0.11408
"chr7",105884969,"cg16482716",-0.11406
"chr15",61459981,"cg24769583",-0.11404
"chr12",12582955,"cg21068124",0.11402
"chr1",47873381,"cg13113233",-0.11401
"chr1",201233340,"cg06713314",-0.11399
"chr11",112065525,"cg11741468",-0.11392
"chr6",35034417,"cg07486380",0.11388
"chr17",42083264,"cg05951576",-0.11387
"chr16",28609531,"cg12743398",0.11382
"chr11",75046147,"cg25899829",0.1138
"chr11",94290258,"cg24286220",-0.1138
"chr16",75118055,"cg19929151",0.11377
"chr1",171111880,"cg27665978",-0.11374
"chr8",28974428,"cg06043201",-0.11373
"chr6",52225993,"cg09630121",0.11372
"chr3",20171641,"cg14150459",-0.11371
"chr11",66515382,"cg19037291",-0.11366
"chr7",75586348,"cg01676795",0.11364
"chr13",102673486,"cg22254198",0.11353
"chr3",49837529,"cg20026633",-0.11349
"chr19",53760449,"cg03213396",-0.11348
"chr11",71907304,"cg09562426",-0.11345
"chr14",105859135,"cg25112002",0.11341
"chr7",91685854,"cg26351453",-0.1134
"chr1",173449393,"cg01738188",-0.1134
"chr16",85676861,"cg00399027",0.11339
"chr11",125811154,"cg06964022",0.11336
"chr1",61524438,"cg07328569",-0.11336
"chr16",74598139,"cg25406344",-0.11334
"chr4",113049070,"cg17381661",0.11334
"chr14",64562705,"cg13037437",-0.11332
"chr4",4271819,"cg02540498",0.11325
"chr6",13668079,"cg15223191",-0.1132
"chr3",193665086,"cg10761077",-0.11319
"chr8",121792636,"cg14646451",0.11314
"chr5",16738047,"cg01235659",0.11311
"chr16",560855,"cg08201238",0.1131
"chr16",8850839,"cg21499843",0.11305
"chr6",22113516,"cg02832512",0.11304
"chr3",176967231,"cg05184588",-0.11302
"chr17",70335239,"cg16242693",-0.11292
"chr2",157024735,"cg17812027",-0.11291
"chr18",74123158,"cg05043345",-0.11284
"chr12",113381877,"cg27066543",-0.1128
"chr3",113252640,"cg00726615",0.11276
"chr17",39681660,"cg18898017",-0.11275
"chr6",169046868,"cg08733582",0.11274
"chr1",166878093,"cg22397755",-0.11273
"chr1",38503168,"cg26594982",-0.11271
"chr6",5230372,"cg16720996",0.11269
"chr6",2958852,"cg19886655",-0.11266
"chr6",148685438,"cg00268509",0.11263
"chr15",70101302,"cg16125725",-0.11256
"chr8",81057597,"cg03193834",-0.11255
"chr1",15416720,"cg27273788",-0.11253
"chr15",78285385,"cg19553459",0.11253
"chr17",36996550,"cg10805630",0.11248
"chr11",3901552,"cg07109745",0.11247
"chr18",33350592,"cg20122543",0.11242
"chr20",33126790,"cg16132649",0.11237
"chr4",143689297,"cg05431701",0.11236
"chr6",111887243,"cg01520105",0.11233
"chr1",152924562,"cg09340250",-0.11231
"chr3",23919329,"cg18587674",0.11229
"chr11",16809233,"cg02816425",0.11228
"chr9",102588232,"cg13655635",-0.11227
"chr7",131187711,"cg20318272",0.11225
"chr5",133585406,"cg04369612",0.11225
"chr17",79882807,"cg02106719",-0.11213
"chr13",49792767,"cg06396119",0.11208
"chr4",88382405,"cg22192684",-0.11206
"chr4",169803020,"cg04455670",-0.11206
"chr5",16737972,"cg16413763",-0.11203
"chr5",54518883,"cg25536739",-0.11203
"chr8",30469932,"cg07717934",-0.11199
"chr15",57087733,"cg02754713",0.11198
"chr3",133428283,"cg00397616",-0.11197
"chr2",85655942,"cg12840069",-0.11194
"chr10",62426219,"cg10305928",0.11194
"chr2",11280791,"cg20358385",-0.11186
"chr15",41168381,"cg01899252",0.11186
"chr11",60775715,"cg19307003",0.11183
"chr18",37184986,"cg16652005",-0.11183
"chr13",47831030,"cg11135661",0.11181
"chr6",39257457,"cg05838346",0.1118
"chr19",34293132,"cg07279094",-0.11177
"chr1",178091251,"cg20539324",-0.11173
"chr3",171826333,"cg07846101",0.11161
"chr19",52224288,"cg03815905",-0.11157
"chr20",48417302,"cg14708311",-0.11155
"chr4",74487609,"cg05516499",-0.11151
"chr1",234841610,"cg08427005",-0.11151
"chr10",115313165,"cg26656452",-0.11149
"chr4",139964398,"cg22094599",-0.11147
"chr6",1251391,"cg07838381",0.11146
"chr4",74966407,"cg05509789",0.11144
"chr11",86757759,"cg15905657",0.11143
"chr17",54219579,"cg11804965",0.11141
"chr11",88153752,"cg11158258",-0.11139
"chr16",56671202,"cg23655947",-0.11138
"chr14",94833261,"cg21300044",0.11135
"chr11",64626220,"cg17344040",-0.11129
"chr3",156819083,"cg20361768",-0.11128
"chr15",57277634,"cg17883068",-0.11128
"chr11",95561126,"cg27264583",-0.11124
"chr7",30219135,"cg06405219",-0.11122
"chr2",222343519,"cg14652038",0.11119
"chr11",124768241,"cg18248499",0.11118
"chr3",49188737,"cg08193076",-0.11114
"chr17",55675079,"cg22436488",-0.11112
"chr2",19302742,"cg14788224",-0.11111
"chr9",74808684,"cg26070300",0.11107
"chr6",134776107,"cg25046867",-0.11101
"chr13",45562218,"cg16039539",0.11101
"chr7",69144262,"cg12718803",-0.11097
"chr8",28228641,"cg00206487",0.11096
"chr10",75576944,"cg07163559",-0.11094
"chr6",3517953,"cg22745369",0.11093
"chr1",47694919,"cg10026317",0.11087
"chr15",70592930,"cg21525141",0.11086
"chr10",95502528,"cg26552489",-0.11085
"chr6",138358564,"cg18691856",0.11081
"chr7",116675085,"cg04644779",-0.1108
"chr9",5814039,"cg15855378",-0.11077
"chr12",116777931,"cg14952249",0.11076
"chr1",209054335,"cg15155344",-0.11076
"chr3",15387432,"cg15819435",-0.11075
"chr16",27654341,"cg18448767",-0.11073
"chr11",68661124,"cg21315720",-0.11072
"chr18",33366508,"cg13779138",-0.11071
"chr7",139942081,"cg19087116",0.11062
"chr4",100748915,"cg07411382",-0.1106
"chr6",30126161,"cg05824482",0.11056
"chr4",74680719,"cg10123945",0.11046
"chr2",46613544,"cg25941751",-0.11044
"chr6",33241770,"cg09591519",0.11042
"chr3",160890156,"cg25719081",0.11041
"chr16",67977043,"cg25569617",-0.1104
"chr20",21087500,"cg17433004",0.11039
"chr7",97755792,"cg20003499",0.11038
"chr2",235355148,"cg14325200",-0.11037
"chr1",201322031,"cg08254632",-0.11033
"chr14",72053177,"cg23778422",-0.11033
"chr1",202945767,"cg18155647",-0.1103
"chr11",126083901,"cg23240479",0.1103
"chr6",47168937,"cg19650309",-0.11026
"chr6",158319528,"cg18332269",0.11024
"chr11",112496666,"cg07669496",-0.11023
"chr20",30130281,"cg10434392",0.11023
"chr16",1498758,"cg04596558",-0.11021
"chr17",7169732,"cg14452291",-0.11017
"chr15",30334898,"cg01358262",0.11016
"chr1",85610457,"cg11545635",-0.1101
"chr8",124581950,"cg07862582",-0.11009
"chr1",1565856,"cg24368383",-0.11009
"chr17",73741289,"cg10869669",0.11007
"chr2",121689039,"cg12562660",-0.11004
"chr5",118391144,"cg00772932",-0.11001
"chr16",82191123,"cg10784392",0.11
"chr5",175829710,"cg07794413",0.11
"chr4",6859363,"cg02220924",0.10998
"chr5",38783142,"cg22588983",-0.10998
"chr1",110457411,"cg13740045",0.10994
"chr17",78800767,"cg07126783",-0.1099
"chr19",3369759,"cg14101485",-0.10989
"chr7",6483368,"cg05546575",0.10985
"chr5",75668979,"cg03745409",-0.10985
"chr14",93136682,"cg25066772",0.1098
"chr11",3147867,"cg14338521",0.1098
"chr19",8565520,"cg01812822",0.10978
"chr3",73671377,"cg07146912",-0.1097
"chr15",67008514,"cg19684296",-0.1097
"chr4",76325359,"cg16900767",-0.1097
"chr20",35075161,"cg12537942",0.10969
"chr2",119476950,"cg16114629",-0.10967
"chr3",49160123,"cg18814106",-0.10966
"chr3",52235276,"cg09509305",0.10959
"chr1",183562693,"cg25008509",-0.10952
"chr3",45240278,"cg27311098",-0.10948
"chr8",19745420,"cg04041636",-0.10947
"chr13",50984394,"cg04245367",0.10947
"chr1",52256024,"cg06894469",0.10944
"chr3",190812181,"cg13178580",0.10944
"chr4",36324571,"cg15273270",0.10938
"chr5",132251534,"cg17178435",0.10937
"chr11",8714720,"cg06067723",0.10925
"chr17",25620638,"cg23536675",0.10923
"chr8",672057,"cg22307444",0.1092
"chr8",105238428,"cg04407530",0.10916
"chr12",121769378,"cg09422086",-0.10913
"chr16",21658497,"cg06257110",0.10909
"chr14",51117815,"cg21995816",0.10905
"chr19",54805375,"cg21898358",0.10905
"chr1",87620271,"cg13739421",0.10902
"chr3",142804163,"cg15117080",-0.10901
"chr6",86200374,"cg10804608",-0.109
"chr6",158073327,"cg22696141",-0.10898
"chr20",11791080,"cg08435386",0.10898
"chr5",43368248,"cg20095616",-0.10895
"chr1",2512442,"cg01737466",0.10894
"chr1",67467602,"cg23722790",0.10885
"chr10",228801,"cg21662081",0.10884
"chr6",15256236,"cg01581872",-0.10884
"chr2",225875897,"cg01336796",0.10878
"chr7",150553001,"cg13569140",0.10878
"chr20",20391461,"cg14500211",0.10875
"chr1",55621237,"cg18722852",-0.1087
"chr12",48172013,"cg08480598",0.1087
"chr13",37028408,"cg10111346",0.10867
"chr17",81039747,"cg17834632",0.10866
"chr9",95980202,"cg14617622",0.10864
"chr9",81756322,"cg09554894",-0.10864
"chr12",49745236,"cg26431811",0.10861
"chr16",19138344,"cg03945836",-0.10858
"chr3",186708780,"cg09990242",-0.10851
"chr18",61557735,"cg20875821",0.10847
"chr1",150295033,"cg18447488",-0.10843
"chr16",2089897,"cg16650073",-0.10839
"chr3",123343406,"cg13469274",-0.10837
"chr2",60743021,"cg17266406",0.10833
"chr6",160103519,"cg06346099",-0.10819
"chr9",29079094,"cg03011514",0.10818
"chr17",48498045,"cg00539226",-0.10815
"chr12",49757020,"cg26788659",-0.10805
"chr2",28593366,"cg15497763",-0.10804
"chr22",38301236,"cg14524764",-0.10802
"chr1",201270440,"cg21372885",-0.10798
"chr6",30172746,"cg24845763",-0.10797
"chr2",29149902,"cg21005412",-0.10797
"chr11",8308997,"cg14743050",-0.10796
"chr16",15146876,"cg07456681",-0.1079
"chr1",232361902,"cg26957349",-0.10785
"chr2",230179047,"cg12953155",-0.10784
"chr12",1779853,"cg05061370",-0.10784
"chr11",75139390,"cg06329735",0.10784
"chr4",185752507,"cg07689860",-0.10783
"chr2",202056013,"cg07279377",-0.10778
"chr5",179031448,"cg21372169",0.10776
"chr6",136901054,"cg21958120",-0.10775
"chr13",50703589,"cg09000832",-0.10774
"chr2",54800117,"cg06149826",0.10771
"chr7",43821686,"cg10045861",0.1077
"chr1",244518324,"cg14758788",-0.10768
"chr1",178541198,"cg06583371",-0.10767
"chr11",36660526,"cg18206174",-0.10764
"chr8",141224023,"cg23244697",-0.1076
"chr6",125519976,"cg25124205",0.10759
"chr1",22153389,"cg13430401",-0.10755
"chr21",44144392,"cg23997156",0.10753
"chr17",55121964,"cg18081501",0.10752
"chr4",178406078,"cg04187668",0.1075
"chr1",32106926,"cg06209197",0.1075
"chr3",14595849,"cg02530834",-0.10741
"chr16",69846873,"cg19457719",-0.10737
"chr8",41183509,"cg17389432",-0.10732
"chr13",48895970,"cg07297964",-0.10731
"chr10",28500694,"cg06308088",0.10731
"chr10",4981518,"cg06123563",-0.1073
"chr1",217250727,"cg15827504",-0.10727
"chr10",129925561,"cg22260973",0.10726
"chr11",64034019,"cg01846046",-0.10723
"chr1",222095403,"cg03758316",0.10718
"chr2",95695011,"cg10562649",0.10714
"chr3",30722557,"cg15171154",0.10713
"chr12",26472528,"cg00048149",-0.1071
"chr20",2293185,"cg04582206",-0.10707
"chr13",34088638,"cg14698932",0.10704
"chr5",142244473,"cg05912876",0.10696
"chr20",47481802,"cg19276977",0.10694
"chr6",7113738,"cg09754197",0.10693
"chr6",2800389,"cg20943052",0.10693
"chr3",149673434,"cg03645730",-0.10691
"chr4",185207651,"cg18762876",-0.10689
"chr18",71916697,"cg20889490",-0.10685
"chr11",122074089,"cg27212940",0.10681
"chr1",33899352,"cg19082496",-0.10677
"chr2",162929690,"cg24827032",0.10669
"chr11",82968957,"cg05362191",0.10668
"chr5",139526226,"cg17356056",0.10667
"chr15",101409609,"cg00869801",-0.10663
"chr6",3445288,"cg07291387",0.10658
"chr1",44494733,"cg11207893",-0.10658
"chr4",75183728,"cg21533366",0.10654
"chr18",74762239,"cg04070209",0.10646
"chr12",4699085,"cg06270401",0.10641
"chr6",150773917,"cg03185034",0.1064
"chr10",112618918,"cg05294276",0.10638
"chr4",105421847,"cg19871903",0.10632
"chr6",30950666,"cg11062798",-0.10628
"chr21",34672140,"cg20198627",0.10628
